order_id,order_date,store_id,product_id,product_name,category,brand,quantity,price,delivery_partner,delivery_time_min,delivery_status,distance_km,stock_level,reorder_level,return_flag,revenue
197,2024-01-09 04:00:00,Store_3,1035,Eggs,Beverages,Amul,2,151.84,Partner_X,18,On-Time,2.76,19,10,0,303.68
198,2024-01-09 05:00:00,Store_3,1098,Juice,Dairy,Amul,4,118.7,Partner_X,9,On-Time,0.73,49,10,0,474.8
199,2024-01-09 06:00:00,Store_2,1018,Eggs,Dairy,Britannia,2,43.04,Partner_Y,10,On-Time,0.66,42,10,0,86.08
200,2024-01-09 07:00:00,Store_1,1019,Eggs,Dairy,Nestle,2,178.78,Partner_Z,10,On-Time,2.98,26,10,0,357.56
201,2024-01-09 08:00:00,Store_1,1056,Milk,Snacks,Local,2,90.82,Partner_X,26,On-Time,2.47,40,10,0,181.64
202,2024-01-09 09:00:00,Store_2,1017,Juice,Beverages,Nestle,2,169.02,Partner_Z,22,Late,4.28,15,10,0,338.04
203,2024-01-09 10:00:00,Store_1,1046,Snacks,Bakery,Local,3,161.79,Partner_Z,18,On-Time,1.22,33,10,0,485.37
204,2024-01-09 11:00:00,Store_2,1048,Milk,Snacks,Amul,4,132.4,Partner_Z,14,On-Time,0.61,31,10,0,529.6
205,2024-01-09 12:00:00,Store_2,1013,Milk,Snacks,Nestle,3,109.01,Partner_X,18,On-Time,2.52,25,10,0,327.03000000000003
206,2024-01-09 13:00:00,Store_3,1014,Snacks,Snacks,Local,4,196.32,Partner_Z,17,On-Time,1.57,24,10,0,785.28
207,2024-01-09 14:00:00,Store_2,1030,Eggs,Dairy,Britannia,2,46.09,Partner_X,7,On-Time,0.72,1,10,0,92.18
208,2024-01-09 15:00:00,Store_3,1000,Bread,Beverages,Britannia,1,150.53,Partner_Z,10,On-Time,3.76,11,10,0,150.53
209,2024-01-09 16:00:00,Store_1,1053,Juice,Snacks,Nestle,3,54.41,Partner_X,12,On-Time,1.0,39,10,0,163.23
210,2024-01-09 17:00:00,Store_1,1002,Bread,Bakery,Nestle,1,80.89,Partner_Z,16,On-Time,3.24,8,10,0,80.89
211,2024-01-09 18:00:00,Store_1,1015,Snacks,Beverages,Amul,3,75.57,Partner_Y,17,On-Time,1.76,11,10,0,226.70999999999998
212,2024-01-09 19:00:00,Store_1,1086,Milk,Bakery,Nestle,2,190.47,Partner_Z,15,On-Time,1.28,25,10,0,380.94
213,2024-01-09 20:00:00,Store_3,1056,Milk,Beverages,Amul,3,194.12,Partner_Z,16,Late,2.21,8,10,0,582.36
214,2024-01-09 21:00:00,Store_1,1074,Juice,Bakery,Amul,2,52.94,Partner_X,5,On-Time,4.11,9,10,0,105.88
215,2024-01-09 22:00:00,Store_2,1011,Milk,Dairy,Britannia,3,23.97,Partner_X,21,On-Time,2.26,31,10,0,71.91
216,2024-01-09 23:00:00,Store_2,1073,Milk,Snacks,Britannia,2,149.6,Partner_Z,20,On-Time,3.88,33,10,0,299.2
217,2024-01-10 00:00:00,Store_2,1095,Juice,Bakery,Local,2,95.24,Partner_Y,15,On-Time,1.06,47,10,0,190.48
218,2024-01-10 01:00:00,Store_3,1015,Juice,Beverages,Britannia,4,35.99,Partner_Y,17,On-Time,3.98,19,10,0,143.96
219,2024-01-10 02:00:00,Store_1,1071,Snacks,Snacks,Britannia,2,143.08,Partner_X,22,On-Time,1.57,38,10,0,286.16
220,2024-01-10 03:00:00,Store_1,1075,Milk,Snacks,Nestle,4,118.12,Partner_Y,15,On-Time,3.55,1,10,0,472.48
221,2024-01-10 04:00:00,Store_1,1023,Milk,Beverages,Britannia,2,196.49,Partner_Z,16,On-Time,3.05,0,10,0,392.98
222,2024-01-10 05:00:00,Store_3,1027,Snacks,Bakery,Local,1,60.93,Partner_X,10,On-Time,4.68,35,10,0,60.93
223,2024-01-10 06:00:00,Store_2,1007,Eggs,Dairy,Nestle,2,92.72,Partner_Z,13,On-Time,2.24,23,10,0,185.44
224,2024-01-10 07:00:00,Store_2,1091,Eggs,Dairy,Local,1,117.66,Partner_X,20,On-Time,0.8,26,10,0,117.66
225,2024-01-10 08:00:00,Store_1,1035,Eggs,Bakery,Britannia,1,162.51,Partner_X,8,On-Time,0.59,1,10,0,162.51
226,2024-01-10 09:00:00,Store_2,1089,Snacks,Snacks,Local,2,118.79,Partner_X,7,On-Time,4.22,30,10,0,237.58
227,2024-01-10 10:00:00,Store_2,1007,Milk,Snacks,Nestle,1,130.32,Partner_X,20,Late,2.86,13,10,0,130.32
228,2024-01-10 11:00:00,Store_3,1057,Snacks,Snacks,Amul,4,60.71,Partner_Y,28,Late,3.99,1,10,0,242.84
229,2024-01-10 12:00:00,Store_3,1059,Snacks,Snacks,Local,3,172.45,Partner_Z,29,On-Time,1.55,28,10,1,517.3499999999999
230,2024-01-10 13:00:00,Store_3,1049,Eggs,Bakery,Local,2,97.15,Partner_Z,16,On-Time,2.05,14,10,0,194.3
231,2024-01-10 14:00:00,Store_3,1027,Bread,Snacks,Nestle,1,45.37,Partner_Z,15,On-Time,0.64,11,10,0,45.37
232,2024-01-10 15:00:00,Store_1,1091,Milk,Beverages,Nestle,2,139.55,Partner_X,9,Late,4.83,36,10,0,279.1
233,2024-01-10 16:00:00,Store_3,1040,Eggs,Snacks,Local,4,58.9,Partner_Y,29,Late,3.51,27,10,0,235.6
234,2024-01-10 17:00:00,Store_2,1099,Bread,Dairy,Britannia,2,37.56,Partner_Z,22,On-Time,4.7,19,10,0,75.12
235,2024-01-10 18:00:00,Store_1,1063,Bread,Snacks,Local,2,175.16,Partner_Y,23,On-Time,1.69,38,10,0,350.32
236,2024-01-10 19:00:00,Store_2,1026,Juice,Bakery,Nestle,1,102.83,Partner_X,27,On-Time,3.25,23,10,0,102.83
237,2024-01-10 20:00:00,Store_2,1062,Milk,Dairy,Amul,4,154.87,Partner_Z,27,On-Time,3.55,20,10,0,619.48
238,2024-01-10 21:00:00,Store_2,1016,Bread,Bakery,Amul,3,72.31,Partner_Y,10,On-Time,1.93,9,10,0,216.93
239,2024-01-10 22:00:00,Store_3,1072,Eggs,Bakery,Britannia,3,161.65,Partner_X,26,Late,4.32,45,10,0,484.95000000000005
240,2024-01-10 23:00:00,Store_3,1032,Juice,Dairy,Local,1,40.15,Partner_Y,22,On-Time,4.76,13,10,0,40.15
241,2024-01-11 00:00:00,Store_1,1083,Milk,Bakery,Amul,2,84.08,Partner_Z,10,On-Time,4.48,36,10,0,168.16
242,2024-01-11 01:00:00,Store_1,1076,Snacks,Bakery,Local,1,196.05,Partner_Z,8,Late,3.83,17,10,0,196.05
243,2024-01-11 02:00:00,Store_3,1091,Eggs,Snacks,Nestle,1,162.92,Partner_X,16,On-Time,1.75,23,10,0,162.92
244,2024-01-11 03:00:00,Store_2,1028,Bread,Beverages,Amul,1,109.51,Partner_X,23,On-Time,1.77,13,10,0,109.51
245,2024-01-11 04:00:00,Store_1,1012,Bread,Bakery,Britannia,2,81.16,Partner_X,6,On-Time,4.84,33,10,0,162.32
246,2024-01-11 05:00:00,Store_3,1045,Eggs,Bakery,Nestle,4,176.98,Partner_Y,21,On-Time,0.55,11,10,0,707.92
247,2024-01-11 06:00:00,Store_3,1034,Bread,Bakery,Britannia,1,118.07,Partner_Y,15,On-Time,3.72,21,10,0,118.07
248,2024-01-11 07:00:00,Store_3,1005,Juice,Snacks,Nestle,2,156.52,Partner_Y,15,On-Time,3.68,5,10,0,313.04
249,2024-01-11 08:00:00,Store_2,1081,Milk,Beverages,Amul,4,155.74,Partner_X,25,On-Time,3.3,35,10,0,622.96
250,2024-01-11 09:00:00,Store_3,1068,Juice,Dairy,Britannia,1,23.23,Partner_Z,20,On-Time,4.96,44,10,0,23.23
251,2024-01-11 10:00:00,Store_3,1046,Bread,Snacks,Britannia,3,42.73,Partner_Z,6,On-Time,1.9,35,10,0,128.19
252,2024-01-11 11:00:00,Store_3,1024,Snacks,Snacks,Nestle,4,138.73,Partner_Y,6,On-Time,2.03,21,10,0,554.92
253,2024-01-11 12:00:00,Store_3,1065,Milk,Beverages,Britannia,1,49.09,Partner_Y,27,On-Time,0.86,13,10,0,49.09
254,2024-01-11 13:00:00,Store_1,1009,Milk,Beverages,Nestle,4,65.99,Partner_Z,12,On-Time,2.49,15,10,0,263.96
255,2024-01-11 14:00:00,Store_1,1055,Eggs,Snacks,Nestle,4,190.39,Partner_Z,17,On-Time,1.67,35,10,0,761.56
256,2024-01-11 15:00:00,Store_3,1029,Eggs,Dairy,Nestle,4,120.83,Partner_Y,14,On-Time,2.05,24,10,0,483.32
257,2024-01-11 16:00:00,Store_2,1004,Snacks,Snacks,Nestle,4,155.13,Partner_Y,12,On-Time,4.26,31,10,0,620.52
258,2024-01-11 17:00:00,Store_1,1032,Milk,Beverages,Amul,4,120.44,Partner_Z,8,On-Time,4.71,32,10,0,481.76
259,2024-01-11 18:00:00,Store_3,1064,Snacks,Dairy,Nestle,4,119.45,Partner_X,19,On-Time,1.34,44,10,0,477.8
260,2024-01-11 19:00:00,Store_1,1017,Eggs,Beverages,Local,1,36.95,Partner_Y,5,On-Time,2.18,35,10,0,36.95
261,2024-01-11 20:00:00,Store_1,1095,Eggs,Dairy,Britannia,3,81.86,Partner_Z,15,Late,4.68,19,10,0,245.57999999999998
262,2024-01-11 21:00:00,Store_2,1048,Milk,Bakery,Local,2,70.84,Partner_Z,11,On-Time,0.78,17,10,0,141.68
263,2024-01-11 22:00:00,Store_3,1010,Juice,Beverages,Amul,4,90.33,Partner_Z,21,On-Time,0.92,37,10,0,361.32
264,2024-01-11 23:00:00,Store_3,1084,Bread,Beverages,Local,2,163.7,Partner_Z,24,On-Time,1.23,2,10,0,327.4
265,2024-01-12 00:00:00,Store_2,1025,Eggs,Snacks,Britannia,1,86.95,Partner_X,28,On-Time,3.18,22,10,0,86.95
266,2024-01-12 01:00:00,Store_2,1062,Eggs,Beverages,Local,4,101.31,Partner_Z,22,On-Time,1.18,31,10,0,405.24
267,2024-01-12 02:00:00,Store_3,1088,Juice,Beverages,Amul,3,91.53,Partner_Y,26,On-Time,4.86,44,10,0,274.59000000000003
268,2024-01-12 03:00:00,Store_3,1085,Juice,Bakery,Nestle,2,36.81,Partner_X,26,On-Time,2.51,15,10,0,73.62
269,2024-01-12 04:00:00,Store_2,1058,Snacks,Beverages,Local,4,99.39,Partner_Z,16,On-Time,2.76,4,10,0,397.56
270,2024-01-12 05:00:00,Store_1,1026,Snacks,Bakery,Amul,1,55.21,Partner_X,13,On-Time,1.61,3,10,1,55.21
271,2024-01-12 06:00:00,Store_1,1048,Bread,Bakery,Amul,3,53.61,Partner_Y,9,On-Time,2.62,20,10,0,160.82999999999998
272,2024-01-12 07:00:00,Store_2,1076,Bread,Bakery,Britannia,2,36.93,Partner_Z,14,On-Time,3.48,39,10,0,73.86
273,2024-01-12 08:00:00,Store_1,1032,Milk,Bakery,Britannia,2,84.2,Partner_Y,8,Late,3.88,13,10,0,168.4
274,2024-01-12 09:00:00,Store_2,1097,Snacks,Dairy,Local,4,156.35,Partner_Z,9,On-Time,3.89,38,10,0,625.4
275,2024-01-12 10:00:00,Store_1,1098,Eggs,Snacks,Nestle,3,69.76,Partner_Z,14,On-Time,3.1,30,10,0,209.28000000000003
276,2024-01-12 11:00:00,Store_1,1000,Snacks,Dairy,Amul,3,76.22,Partner_Z,15,On-Time,4.57,13,10,0,228.66
277,2024-01-12 12:00:00,Store_3,1020,Eggs,Beverages,Local,3,135.68,Partner_Z,25,On-Time,4.18,5,10,0,407.04
278,2024-01-12 13:00:00,Store_3,1054,Juice,Dairy,Amul,3,55.25,Partner_Z,28,On-Time,3.91,11,10,1,165.75
279,2024-01-12 14:00:00,Store_1,1005,Snacks,Dairy,Amul,1,181.45,Partner_X,14,On-Time,0.75,15,10,1,181.45
280,2024-01-12 15:00:00,Store_1,1091,Juice,Beverages,Nestle,3,113.63,Partner_Z,12,On-Time,0.53,16,10,0,340.89
281,2024-01-12 16:00:00,Store_3,1080,Bread,Beverages,Nestle,2,100.57,Partner_Z,6,On-Time,1.46,44,10,0,201.14
282,2024-01-12 17:00:00,Store_3,1068,Bread,Beverages,Local,2,120.41,Partner_X,27,On-Time,3.49,22,10,0,240.82
283,2024-01-12 18:00:00,Store_3,1094,Milk,Dairy,Nestle,1,49.89,Partner_X,12,On-Time,2.35,13,10,0,49.89
284,2024-01-12 19:00:00,Store_2,1004,Snacks,Dairy,Nestle,2,130.43,Partner_X,20,Late,2.31,6,10,0,260.86
285,2024-01-12 20:00:00,Store_1,1002,Juice,Beverages,Local,2,85.36,Partner_X,26,On-Time,4.48,45,10,0,170.72
286,2024-01-12 21:00:00,Store_3,1052,Eggs,Snacks,Nestle,3,181.49,Partner_X,9,On-Time,4.53,31,10,0,544.47
287,2024-01-12 22:00:00,Store_1,1022,Bread,Snacks,Britannia,2,50.39,Partner_X,29,On-Time,4.59,14,10,0,100.78
288,2024-01-12 23:00:00,Store_2,1052,Bread,Bakery,Amul,1,111.27,Partner_Z,7,On-Time,1.91,43,10,0,111.27
289,2024-01-13 00:00:00,Store_2,1036,Eggs,Beverages,Amul,3,127.66,Partner_Z,16,On-Time,3.61,16,10,0,382.98
290,2024-01-13 01:00:00,Store_3,1073,Juice,Bakery,Amul,4,26.01,Partner_Y,17,On-Time,1.72,40,10,0,104.04
291,2024-01-13 02:00:00,Store_2,1073,Juice,Snacks,Amul,3,85.46,Partner_Z,17,On-Time,1.36,46,10,0,256.38
292,2024-01-13 03:00:00,Store_1,1082,Snacks,Bakery,Local,1,151.87,Partner_Z,14,On-Time,1.33,43,10,0,151.87
293,2024-01-13 04:00:00,Store_3,1016,Snacks,Beverages,Amul,3,167.67,Partner_X,8,On-Time,2.04,33,10,0,503.01
294,2024-01-13 05:00:00,Store_1,1084,Milk,Beverages,Amul,3,76.37,Partner_X,13,On-Time,2.43,4,10,0,229.11
295,2024-01-13 06:00:00,Store_1,1077,Bread,Beverages,Amul,1,163.75,Partner_Z,26,Late,4.24,44,10,0,163.75
296,2024-01-13 07:00:00,Store_2,1072,Snacks,Dairy,Amul,3,194.2,Partner_Y,28,On-Time,1.04,26,10,0,582.5999999999999
297,2024-01-13 08:00:00,Store_2,1000,Juice,Bakery,Britannia,1,174.24,Partner_X,27,On-Time,3.81,22,10,0,174.24
298,2024-01-13 09:00:00,Store_2,1050,Eggs,Snacks,Amul,1,41.18,Partner_Z,6,On-Time,2.89,39,10,1,41.18
299,2024-01-13 10:00:00,Store_2,1044,Juice,Snacks,Britannia,4,153.15,Partner_Z,23,On-Time,1.8,13,10,0,612.6
300,2024-01-13 11:00:00,Store_2,1076,Bread,Snacks,Local,2,77.54,Partner_Y,5,On-Time,2.72,14,10,1,155.08
301,2024-01-13 12:00:00,Store_3,1003,Juice,Dairy,Nestle,2,197.91,Partner_Y,29,On-Time,1.85,42,10,0,395.82
302,2024-01-13 13:00:00,Store_1,1061,Milk,Dairy,Amul,3,107.36,Partner_X,11,On-Time,3.18,32,10,0,322.08
303,2024-01-13 14:00:00,Store_1,1064,Bread,Beverages,Nestle,3,42.04,Partner_Y,21,On-Time,2.45,30,10,0,126.12
304,2024-01-13 15:00:00,Store_1,1031,Eggs,Snacks,Nestle,4,150.53,Partner_Z,7,On-Time,1.24,34,10,0,602.12
305,2024-01-13 16:00:00,Store_1,1033,Milk,Dairy,Local,4,78.14,Partner_Z,24,On-Time,1.02,16,10,1,312.56
306,2024-01-13 17:00:00,Store_2,1091,Bread,Beverages,Nestle,4,199.47,Partner_Y,24,On-Time,2.96,27,10,0,797.88
307,2024-01-13 18:00:00,Store_1,1094,Eggs,Snacks,Britannia,1,196.36,Partner_Y,25,On-Time,4.56,18,10,0,196.36
308,2024-01-13 19:00:00,Store_3,1071,Milk,Bakery,Nestle,4,138.1,Partner_Y,7,On-Time,2.05,45,10,0,552.4
309,2024-01-13 20:00:00,Store_3,1038,Milk,Beverages,Nestle,4,43.37,Partner_Y,7,On-Time,3.8,22,10,0,173.48
310,2024-01-13 21:00:00,Store_1,1025,Bread,Dairy,Nestle,3,143.63,Partner_X,21,On-Time,3.46,31,10,0,430.89
311,2024-01-13 22:00:00,Store_1,1033,Snacks,Dairy,Amul,4,36.75,Partner_Y,11,On-Time,4.69,39,10,0,147.0
312,2024-01-13 23:00:00,Store_3,1053,Milk,Beverages,Amul,1,25.29,Partner_X,18,On-Time,4.19,12,10,0,25.29
313,2024-01-14 00:00:00,Store_3,1002,Milk,Beverages,Britannia,1,168.13,Partner_Z,21,On-Time,3.05,19,10,0,168.13
314,2024-01-14 01:00:00,Store_2,1049,Eggs,Dairy,Britannia,3,57.76,Partner_Y,22,On-Time,3.46,34,10,0,173.28
315,2024-01-14 02:00:00,Store_3,1011,Juice,Bakery,Amul,4,88.22,Partner_X,17,On-Time,4.54,4,10,0,352.88
316,2024-01-14 03:00:00,Store_2,1064,Bread,Snacks,Britannia,4,195.22,Partner_Y,24,On-Time,2.3,8,10,0,780.88
317,2024-01-14 04:00:00,Store_2,1053,Bread,Bakery,Amul,1,80.63,Partner_Z,24,On-Time,1.97,28,10,0,80.63
318,2024-01-14 05:00:00,Store_2,1004,Snacks,Beverages,Local,4,73.37,Partner_Z,25,Late,0.55,5,10,0,293.48
319,2024-01-14 06:00:00,Store_2,1093,Snacks,Bakery,Nestle,4,185.28,Partner_Z,22,Late,4.22,24,10,0,741.12
320,2024-01-14 07:00:00,Store_2,1093,Bread,Dairy,Nestle,4,39.93,Partner_Y,8,On-Time,4.1,30,10,0,159.72
321,2024-01-14 08:00:00,Store_1,1056,Snacks,Beverages,Britannia,2,156.72,Partner_Y,5,On-Time,0.97,21,10,0,313.44
322,2024-01-14 09:00:00,Store_3,1016,Eggs,Snacks,Amul,3,197.85,Partner_X,22,On-Time,3.1,1,10,0,593.55
323,2024-01-14 10:00:00,Store_2,1046,Bread,Dairy,Amul,2,182.23,Partner_Z,5,On-Time,2.59,44,10,0,364.46
324,2024-01-14 11:00:00,Store_3,1022,Snacks,Dairy,Britannia,3,137.3,Partner_Y,17,Late,1.03,4,10,0,411.90000000000003
325,2024-01-14 12:00:00,Store_3,1078,Bread,Snacks,Amul,1,76.53,Partner_Z,24,On-Time,4.91,26,10,0,76.53
326,2024-01-14 13:00:00,Store_2,1084,Juice,Snacks,Local,4,65.78,Partner_Z,24,On-Time,1.47,24,10,0,263.12
327,2024-01-14 14:00:00,Store_1,1013,Milk,Bakery,Nestle,3,167.47,Partner_X,27,Late,0.8,7,10,0,502.40999999999997
328,2024-01-14 15:00:00,Store_2,1065,Bread,Beverages,Britannia,2,178.37,Partner_X,14,On-Time,3.18,0,10,1,356.74
329,2024-01-14 16:00:00,Store_1,1074,Milk,Snacks,Britannia,4,114.58,Partner_X,15,On-Time,3.82,19,10,0,458.32
330,2024-01-14 17:00:00,Store_3,1050,Snacks,Snacks,Amul,1,63.98,Partner_X,13,Late,0.65,43,10,0,63.98
331,2024-01-14 18:00:00,Store_1,1037,Milk,Beverages,Britannia,3,40.33,Partner_Z,13,On-Time,3.46,22,10,0,120.99
332,2024-01-14 19:00:00,Store_1,1063,Bread,Snacks,Local,3,35.69,Partner_X,9,On-Time,2.9,31,10,0,107.07
333,2024-01-14 20:00:00,Store_1,1097,Juice,Snacks,Amul,3,149.43,Partner_X,5,On-Time,0.96,10,10,0,448.29
334,2024-01-14 21:00:00,Store_3,1037,Snacks,Bakery,Amul,4,95.62,Partner_X,21,On-Time,1.28,38,10,0,382.48
335,2024-01-14 22:00:00,Store_3,1049,Bread,Dairy,Amul,2,182.96,Partner_X,26,On-Time,3.06,46,10,0,365.92
336,2024-01-14 23:00:00,Store_1,1097,Snacks,Dairy,Amul,2,153.14,Partner_Z,6,On-Time,1.83,23,10,0,306.28
337,2024-01-15 00:00:00,Store_1,1081,Eggs,Dairy,Local,3,54.43,Partner_X,28,Late,4.72,10,10,0,163.29
338,2024-01-15 01:00:00,Store_2,1029,Milk,Dairy,Amul,1,130.48,Partner_Z,17,On-Time,4.18,28,10,0,130.48
339,2024-01-15 02:00:00,Store_1,1078,Eggs,Snacks,Britannia,1,98.39,Partner_Y,13,On-Time,4.93,25,10,0,98.39
340,2024-01-15 03:00:00,Store_2,1090,Bread,Beverages,Local,2,123.9,Partner_Z,8,On-Time,1.67,15,10,0,247.8
341,2024-01-15 04:00:00,Store_1,1050,Juice,Beverages,Nestle,1,152.85,Partner_Z,9,On-Time,4.86,34,10,0,152.85
342,2024-01-15 05:00:00,Store_2,1062,Snacks,Bakery,Nestle,2,165.12,Partner_X,15,On-Time,2.44,19,10,0,330.24
343,2024-01-15 06:00:00,Store_3,1097,Milk,Bakery,Britannia,3,171.87,Partner_Y,28,On-Time,2.06,45,10,0,515.61
344,2024-01-15 07:00:00,Store_1,1051,Snacks,Snacks,Britannia,2,65.72,Partner_Y,23,On-Time,0.73,2,10,1,131.44
345,2024-01-15 08:00:00,Store_1,1037,Bread,Beverages,Local,2,25.6,Partner_Y,25,On-Time,0.74,0,10,0,51.2
346,2024-01-15 09:00:00,Store_1,1096,Snacks,Beverages,Nestle,3,153.07,Partner_Y,7,On-Time,3.61,46,10,0,459.21
347,2024-01-15 10:00:00,Store_1,1087,Milk,Dairy,Nestle,1,39.14,Partner_Z,16,On-Time,2.56,0,10,0,39.14
348,2024-01-15 11:00:00,Store_2,1078,Bread,Snacks,Nestle,2,76.69,Partner_Y,23,On-Time,1.52,16,10,0,153.38
349,2024-01-15 12:00:00,Store_1,1029,Snacks,Snacks,Nestle,2,20.69,Partner_Z,23,On-Time,3.26,1,10,0,41.38
350,2024-01-15 13:00:00,Store_3,1050,Juice,Dairy,Nestle,3,142.7,Partner_Z,17,On-Time,1.64,28,10,0,428.09999999999997
351,2024-01-15 14:00:00,Store_3,1080,Bread,Snacks,Amul,1,50.08,Partner_Z,11,On-Time,3.1,19,10,0,50.08
352,2024-01-15 15:00:00,Store_1,1004,Bread,Snacks,Britannia,2,137.95,Partner_Y,19,On-Time,2.12,5,10,0,275.9
353,2024-01-15 16:00:00,Store_3,1028,Juice,Bakery,Amul,3,198.51,Partner_X,27,On-Time,4.21,7,10,0,595.53
354,2024-01-15 17:00:00,Store_1,1003,Eggs,Beverages,Nestle,2,33.08,Partner_X,11,On-Time,4.19,28,10,0,66.16
355,2024-01-15 18:00:00,Store_1,1009,Milk,Snacks,Local,4,33.87,Partner_Y,12,On-Time,2.65,47,10,1,135.48
356,2024-01-15 19:00:00,Store_3,1055,Eggs,Bakery,Local,3,81.27,Partner_X,9,On-Time,2.08,32,10,0,243.81
357,2024-01-15 20:00:00,Store_1,1016,Snacks,Beverages,Nestle,1,175.95,Partner_X,25,On-Time,2.13,2,10,0,175.95
358,2024-01-15 21:00:00,Store_3,1073,Juice,Dairy,Nestle,1,58.8,Partner_Z,18,On-Time,4.13,34,10,0,58.8
359,2024-01-15 22:00:00,Store_2,1016,Eggs,Bakery,Local,1,84.87,Partner_Z,8,On-Time,1.98,4,10,0,84.87
360,2024-01-15 23:00:00,Store_1,1083,Bread,Bakery,Amul,1,32.33,Partner_Y,27,On-Time,1.44,26,10,1,32.33
361,2024-01-16 00:00:00,Store_2,1087,Snacks,Beverages,Amul,2,157.37,Partner_Y,14,On-Time,0.88,43,10,0,314.74
362,2024-01-16 01:00:00,Store_3,1068,Snacks,Dairy,Nestle,2,93.5,Partner_X,24,On-Time,2.6,11,10,0,187.0
363,2024-01-16 02:00:00,Store_2,1033,Eggs,Bakery,Amul,1,156.66,Partner_Z,19,On-Time,2.67,19,10,0,156.66
364,2024-01-16 03:00:00,Store_2,1005,Eggs,Snacks,Local,1,182.65,Partner_Y,22,On-Time,4.28,44,10,0,182.65
365,2024-01-16 04:00:00,Store_3,1052,Juice,Snacks,Amul,1,61.9,Partner_Y,24,On-Time,1.5,19,10,0,61.9
366,2024-01-16 05:00:00,Store_2,1065,Milk,Snacks,Nestle,2,165.33,Partner_Y,17,On-Time,2.21,8,10,0,330.66
367,2024-01-16 06:00:00,Store_2,1076,Eggs,Dairy,Local,1,30.64,Partner_Y,12,On-Time,4.14,38,10,0,30.64
368,2024-01-16 07:00:00,Store_3,1042,Eggs,Bakery,Amul,1,181.79,Partner_Y,13,On-Time,4.21,3,10,0,181.79
369,2024-01-16 08:00:00,Store_2,1074,Bread,Snacks,Britannia,4,137.14,Partner_Y,20,On-Time,2.23,18,10,0,548.56
370,2024-01-16 09:00:00,Store_3,1022,Snacks,Dairy,Local,4,177.36,Partner_X,23,Late,2.57,37,10,0,709.44
371,2024-01-16 10:00:00,Store_2,1054,Milk,Snacks,Local,1,20.03,Partner_Z,20,On-Time,1.86,26,10,0,20.03
372,2024-01-16 11:00:00,Store_3,1079,Bread,Beverages,Britannia,3,50.43,Partner_Z,11,Late,4.7,44,10,0,151.29
373,2024-01-16 12:00:00,Store_3,1094,Juice,Bakery,Britannia,1,90.16,Partner_Y,18,On-Time,1.03,42,10,0,90.16
374,2024-01-16 13:00:00,Store_2,1074,Juice,Bakery,Local,4,88.31,Partner_Z,18,On-Time,4.7,12,10,0,353.24
375,2024-01-16 14:00:00,Store_2,1015,Eggs,Dairy,Britannia,3,60.81,Partner_Z,29,On-Time,3.58,12,10,0,182.43
376,2024-01-16 15:00:00,Store_2,1007,Eggs,Dairy,Nestle,3,88.69,Partner_Z,8,Late,2.89,21,10,0,266.07
377,2024-01-16 16:00:00,Store_1,1003,Juice,Bakery,Nestle,1,43.19,Partner_Y,19,On-Time,0.65,27,10,0,43.19
378,2024-01-16 17:00:00,Store_1,1003,Eggs,Snacks,Nestle,4,94.3,Partner_Y,7,On-Time,2.64,46,10,0,377.2
379,2024-01-16 18:00:00,Store_1,1055,Milk,Snacks,Local,4,164.42,Partner_Z,9,On-Time,2.33,44,10,0,657.68
380,2024-01-16 19:00:00,Store_3,1024,Eggs,Beverages,Britannia,3,106.23,Partner_Z,5,On-Time,1.23,21,10,0,318.69
381,2024-01-16 20:00:00,Store_2,1066,Snacks,Snacks,Britannia,1,23.24,Partner_Y,7,On-Time,3.45,42,10,0,23.24
382,2024-01-16 21:00:00,Store_3,1095,Eggs,Dairy,Amul,2,95.86,Partner_X,19,On-Time,4.87,18,10,0,191.72
383,2024-01-16 22:00:00,Store_1,1066,Bread,Dairy,Amul,2,24.89,Partner_Z,28,On-Time,3.03,7,10,0,49.78
384,2024-01-16 23:00:00,Store_2,1026,Milk,Snacks,Britannia,4,193.92,Partner_X,12,On-Time,3.72,7,10,0,775.68
385,2024-01-17 00:00:00,Store_3,1092,Bread,Dairy,Britannia,2,42.94,Partner_Z,8,On-Time,0.81,41,10,0,85.88
386,2024-01-17 01:00:00,Store_2,1031,Bread,Bakery,Britannia,4,147.38,Partner_X,6,On-Time,2.38,25,10,0,589.52
387,2024-01-17 02:00:00,Store_3,1049,Snacks,Bakery,Local,4,195.1,Partner_X,28,On-Time,1.02,47,10,0,780.4
388,2024-01-17 03:00:00,Store_2,1060,Milk,Snacks,Britannia,4,168.69,Partner_X,28,Late,3.26,25,10,0,674.76
389,2024-01-17 04:00:00,Store_1,1050,Milk,Bakery,Amul,2,145.88,Partner_Y,14,On-Time,4.72,22,10,0,291.76
390,2024-01-17 05:00:00,Store_1,1018,Milk,Bakery,Local,4,171.1,Partner_X,8,On-Time,3.48,42,10,0,684.4
391,2024-01-17 06:00:00,Store_2,1020,Milk,Beverages,Britannia,3,196.72,Partner_X,7,On-Time,0.85,12,10,0,590.16
392,2024-01-17 07:00:00,Store_3,1004,Milk,Beverages,Amul,1,131.84,Partner_X,6,On-Time,2.1,27,10,0,131.84
393,2024-01-17 08:00:00,Store_1,1081,Snacks,Bakery,Local,1,120.65,Partner_Z,29,On-Time,2.98,8,10,0,120.65
